"Plot Title: QANASIASSAT_UTC_2021"
"#","Date Time, GMT-02:00","Temp, °C (LGR S/N: 20362477, SEN S/N: 20362477)","Event, units (LGR S/N: 20362477, SEN S/N: 20362477, LBL: rain)"
3963,11/26/2021 02.48.48 PM,,1617.00
3964,11/26/2021 02.57.40 PM,,1618.00
3965,11/26/2021 03.00.00 PM,1.764,
3966,11/26/2021 03.06.55 PM,,1619.00
3967,11/26/2021 03.15.04 PM,,1620.00
3968,11/26/2021 03.23.16 PM,,1621.00
3969,11/26/2021 03.30.16 PM,,1622.00
3970,11/26/2021 03.37.31 PM,,1623.00
3971,11/26/2021 03.41.59 PM,,1624.00
3972,11/26/2021 03.45.13 PM,,1625.00
3973,11/26/2021 03.49.50 PM,,1626.00
3974,11/26/2021 03.57.43 PM,,1627.00
3975,11/26/2021 04.00.00 PM,1.656,
3976,11/26/2021 04.07.32 PM,,1628.00
3977,11/26/2021 04.15.33 PM,,1629.00
3978,11/26/2021 04.19.39 PM,,1630.00
3979,11/26/2021 04.23.21 PM,,1631.00
3980,11/26/2021 04.30.34 PM,,1632.00
3981,11/26/2021 04.37.35 PM,,1633.00
3982,11/26/2021 04.42.16 PM,,1634.00
3983,11/26/2021 04.47.44 PM,,1635.00
3984,11/26/2021 04.51.33 PM,,1636.00
3985,11/26/2021 04.54.48 PM,,1637.00
3986,11/26/2021 04.57.59 PM,,1638.00
3987,11/26/2021 05.00.00 PM,1.872,
3988,11/26/2021 05.01.30 PM,,1639.00
3989,11/26/2021 05.05.16 PM,,1640.00
3990,11/26/2021 05.07.48 PM,,1641.00
3991,11/26/2021 05.10.12 PM,,1642.00
3992,11/26/2021 05.12.31 PM,,1643.00
3993,11/26/2021 05.15.49 PM,,1644.00
3994,11/26/2021 05.21.06 PM,,1645.00
3995,11/26/2021 05.32.33 PM,,1646.00
3996,11/26/2021 05.42.56 PM,,1647.00
3997,11/26/2021 05.56.47 PM,,1648.00
3998,11/26/2021 06.00.00 PM,1.656,
3999,11/26/2021 06.00.05 PM,,1649.00
4000,11/26/2021 06.02.25 PM,,1650.00
4001,11/26/2021 06.04.11 PM,,1651.00
4002,11/26/2021 06.05.57 PM,,1652.00
4003,11/26/2021 06.07.26 PM,,1653.00
4004,11/26/2021 06.09.12 PM,,1654.00
4005,11/26/2021 06.10.55 PM,,1655.00
4006,11/26/2021 06.12.39 PM,,1656.00
4007,11/26/2021 06.14.21 PM,,1657.00
4008,11/26/2021 06.16.14 PM,,1658.00
4009,11/26/2021 06.18.04 PM,,1659.00
4010,11/26/2021 06.20.30 PM,,1660.00
4011,11/26/2021 06.23.23 PM,,1661.00
4012,11/26/2021 06.27.05 PM,,1662.00
4013,11/26/2021 06.33.22 PM,,1663.00
4014,11/26/2021 06.43.29 PM,,1664.00
4015,11/26/2021 06.50.45 PM,,1665.00
4016,11/26/2021 06.54.29 PM,,1666.00
4017,11/26/2021 06.58.49 PM,,1667.00
4018,11/26/2021 07.00.00 PM,1.330,
4019,11/26/2021 07.04.50 PM,,1668.00
4020,11/26/2021 07.09.24 PM,,1669.00
4021,11/26/2021 07.12.31 PM,,1670.00
4022,11/26/2021 07.14.24 PM,,1671.00
4023,11/26/2021 07.16.13 PM,,1672.00
4024,11/26/2021 07.19.07 PM,,1673.00
4025,11/26/2021 07.23.10 PM,,1674.00
4026,11/26/2021 07.28.50 PM,,1675.00
4027,11/26/2021 07.33.54 PM,,1676.00
4028,11/26/2021 07.39.57 PM,,1677.00
4029,11/26/2021 07.46.02 PM,,1678.00
4030,11/26/2021 07.49.04 PM,,1679.00
4031,11/26/2021 07.50.54 PM,,1680.00
4032,11/26/2021 07.53.04 PM,,1681.00
4033,11/26/2021 07.56.21 PM,,1682.00
4034,11/26/2021 08.00.00 PM,1.330,
4035,11/26/2021 08.02.52 PM,,1683.00
4036,11/26/2021 08.10.23 PM,,1684.00
4037,11/26/2021 08.16.23 PM,,1685.00
4038,11/26/2021 08.22.37 PM,,1686.00
4039,11/26/2021 08.25.46 PM,,1687.00
4040,11/26/2021 08.27.58 PM,,1688.00
4041,11/26/2021 08.31.21 PM,,1689.00
4042,11/26/2021 08.37.49 PM,,1690.00
4043,11/26/2021 08.45.47 PM,,1691.00
4044,11/26/2021 08.51.37 PM,,1692.00
4045,11/26/2021 08.55.44 PM,,1693.00
4046,11/26/2021 08.58.40 PM,,1694.00
4047,11/26/2021 09.00.00 PM,1.656,
4048,11/26/2021 09.00.42 PM,,1695.00
4049,11/26/2021 09.02.49 PM,,1696.00
4050,11/26/2021 09.04.44 PM,,1697.00
4051,11/26/2021 09.06.28 PM,,1698.00
4052,11/26/2021 09.09.03 PM,,1699.00
4053,11/26/2021 09.12.28 PM,,1700.00
4054,11/26/2021 09.15.28 PM,,1701.00
4055,11/26/2021 09.17.17 PM,,1702.00
4056,11/26/2021 09.19.12 PM,,1703.00
4057,11/26/2021 09.21.54 PM,,1704.00
4058,11/26/2021 09.28.09 PM,,1705.00
4059,11/26/2021 09.34.39 PM,,1706.00
4060,11/26/2021 09.37.59 PM,,1707.00
4061,11/26/2021 09.42.42 PM,,1708.00
4062,11/26/2021 09.49.21 PM,,1709.00
4063,11/26/2021 10.00.00 PM,1.980,
4064,11/26/2021 10.00.04 PM,,1710.00
4065,11/26/2021 10.11.50 PM,,1711.00
4066,11/26/2021 10.20.59 PM,,1712.00
4067,11/26/2021 10.27.52 PM,,1713.00
4068,11/26/2021 10.36.26 PM,,1714.00
4069,11/26/2021 10.47.05 PM,,1715.00
4070,11/26/2021 11.00.00 PM,1.872,
4071,11/26/2021 11.01.21 PM,,1716.00
4072,11/26/2021 11.14.22 PM,,1717.00
4073,11/26/2021 11.25.06 PM,,1718.00
4074,11/26/2021 11.38.33 PM,,1719.00
4075,11/26/2021 11.52.33 PM,,1720.00
4076,11/27/2021 12.00.00 AM,1.764,
4077,11/27/2021 12.05.44 AM,,1721.00
4078,11/27/2021 12.11.33 AM,,1722.00
4079,11/27/2021 12.22.06 AM,,1723.00
4080,11/27/2021 12.27.15 AM,,1724.00
4081,11/27/2021 12.33.55 AM,,1725.00
4082,11/27/2021 12.46.17 AM,,1726.00
4083,11/27/2021 12.59.10 AM,,1727.00
4084,11/27/2021 01.00.00 AM,1.872,
4085,11/27/2021 01.11.30 AM,,1728.00
4086,11/27/2021 01.24.41 AM,,1729.00
4087,11/27/2021 01.42.21 AM,,1730.00
4088,11/27/2021 01.53.01 AM,,1731.00
4089,11/27/2021 02.00.00 AM,1.439,
4090,11/27/2021 02.07.00 AM,,1732.00
4091,11/27/2021 02.18.02 AM,,1733.00
4092,11/27/2021 02.24.35 AM,,1734.00
4093,11/27/2021 02.33.24 AM,,1735.00
4094,11/27/2021 02.41.57 AM,,1736.00
4095,11/27/2021 02.52.51 AM,,1737.00
4096,11/27/2021 02.59.57 AM,,1738.00
4097,11/27/2021 03.00.00 AM,1.548,
4098,11/27/2021 03.03.43 AM,,1739.00
4099,11/27/2021 03.07.30 AM,,1740.00
4100,11/27/2021 03.10.59 AM,,1741.00
4101,11/27/2021 03.16.05 AM,,1742.00
4102,11/27/2021 03.22.50 AM,,1743.00
4103,11/27/2021 03.32.02 AM,,1744.00
4104,11/27/2021 03.43.38 AM,,1745.00
4105,11/27/2021 03.53.38 AM,,1746.00
4106,11/27/2021 03.58.26 AM,,1747.00
4107,11/27/2021 04.00.00 AM,1.764,
4108,11/27/2021 04.04.20 AM,,1748.00
4109,11/27/2021 04.13.28 AM,,1749.00
4110,11/27/2021 04.21.06 AM,,1750.00
4111,11/27/2021 04.26.13 AM,,1751.00
4112,11/27/2021 04.28.54 AM,,1752.00
4113,11/27/2021 04.31.59 AM,,1753.00
4114,11/27/2021 04.35.55 AM,,1754.00
4115,11/27/2021 04.40.31 AM,,1755.00
4116,11/27/2021 04.46.45 AM,,1756.00
4117,11/27/2021 04.51.51 AM,,1757.00
4118,11/27/2021 04.55.39 AM,,1758.00
4119,11/27/2021 05.00.00 AM,1.439,
4120,11/27/2021 05.00.02 AM,,1759.00
4121,11/27/2021 05.06.39 AM,,1760.00
4122,11/27/2021 05.12.46 AM,,1761.00
4123,11/27/2021 05.17.45 AM,,1762.00
4124,11/27/2021 05.21.44 AM,,1763.00
4125,11/27/2021 05.27.07 AM,,1764.00
4126,11/27/2021 05.31.41 AM,,1765.00
4127,11/27/2021 05.36.08 AM,,1766.00
4128,11/27/2021 05.40.23 AM,,1767.00
4129,11/27/2021 05.44.16 AM,,1768.00
4130,11/27/2021 05.48.27 AM,,1769.00
4131,11/27/2021 05.54.01 AM,,1770.00
4132,11/27/2021 05.58.32 AM,,1771.00
4133,11/27/2021 06.00.00 AM,1.330,
4134,11/27/2021 06.02.22 AM,,1772.00
4135,11/27/2021 06.05.53 AM,,1773.00
4136,11/27/2021 06.11.24 AM,,1774.00
4137,11/27/2021 06.18.09 AM,,1775.00
4138,11/27/2021 06.25.32 AM,,1776.00
4139,11/27/2021 06.31.54 AM,,1777.00
4140,11/27/2021 06.36.24 AM,,1778.00
4141,11/27/2021 06.40.58 AM,,1779.00
4142,11/27/2021 06.45.30 AM,,1780.00
4143,11/27/2021 06.50.12 AM,,1781.00
4144,11/27/2021 06.56.54 AM,,1782.00
4145,11/27/2021 07.00.00 AM,1.330,
4146,11/27/2021 07.04.12 AM,,1783.00
4147,11/27/2021 07.09.29 AM,,1784.00
4148,11/27/2021 07.14.45 AM,,1785.00
4149,11/27/2021 07.19.49 AM,,1786.00
4150,11/27/2021 07.25.54 AM,,1787.00
4151,11/27/2021 07.32.13 AM,,1788.00
4152,11/27/2021 07.38.49 AM,,1789.00
4153,11/27/2021 07.45.11 AM,,1790.00
4154,11/27/2021 07.55.04 AM,,1791.00
4155,11/27/2021 08.00.00 AM,1.439,
4156,11/27/2021 08.09.03 AM,,1792.00
4157,11/27/2021 08.20.09 AM,,1793.00
4158,11/27/2021 08.29.33 AM,,1794.00
4159,11/27/2021 08.40.42 AM,,1795.00
4160,11/27/2021 09.00.00 AM,1.548,
4161,11/27/2021 09.14.34 AM,,1796.00
4162,11/27/2021 09.31.28 AM,,1797.00
4163,11/27/2021 09.52.30 AM,,1798.00
4164,11/27/2021 10.00.00 AM,1.764,
4165,11/27/2021 10.09.03 AM,,1799.00
4166,11/27/2021 10.25.52 AM,,1800.00
4167,11/27/2021 10.34.25 AM,,1801.00
4168,11/27/2021 10.40.33 AM,,1802.00
4169,11/27/2021 10.43.52 AM,,1803.00
4170,11/27/2021 10.47.36 AM,,1804.00
4171,11/27/2021 10.53.03 AM,,1805.00
4172,11/27/2021 11.00.00 AM,2.517,
4173,11/27/2021 11.00.26 AM,,1806.00
4174,11/27/2021 11.06.05 AM,,1807.00
4175,11/27/2021 11.10.26 AM,,1808.00
4176,11/27/2021 11.13.18 AM,,1809.00
4177,11/27/2021 11.17.05 AM,,1810.00
4178,11/27/2021 11.21.17 AM,,1811.00
4179,11/27/2021 11.26.40 AM,,1812.00
4180,11/27/2021 11.30.32 AM,,1813.00
4181,11/27/2021 11.36.08 AM,,1814.00
4182,11/27/2021 11.39.16 AM,,1815.00
4183,11/27/2021 11.43.24 AM,,1816.00
4184,11/27/2021 11.48.12 AM,,1817.00
4185,11/27/2021 11.55.10 AM,,1818.00
4186,11/27/2021 12.00.00 PM,2.730,
4187,11/27/2021 12.00.57 PM,,1819.00
4188,11/27/2021 12.06.37 PM,,1820.00
4189,11/27/2021 12.12.45 PM,,1821.00
4190,11/27/2021 12.19.44 PM,,1822.00
4191,11/27/2021 12.27.26 PM,,1823.00
4192,11/27/2021 12.35.10 PM,,1824.00
4193,11/27/2021 12.42.58 PM,,1825.00
4194,11/27/2021 12.50.59 PM,,1826.00
4195,11/27/2021 12.57.15 PM,,1827.00
4196,11/27/2021 01.00.00 PM,2.837,
4197,11/27/2021 01.03.57 PM,,1828.00
4198,11/27/2021 01.11.57 PM,,1829.00
4199,11/27/2021 01.20.33 PM,,1830.00
4200,11/27/2021 01.40.12 PM,,1831.00
4201,11/27/2021 02.00.00 PM,1.764,
4202,11/27/2021 02.26.39 PM,,1832.00
4203,11/27/2021 03.00.00 PM,1.656,
4204,11/27/2021 03.33.23 PM,,1833.00
4205,11/27/2021 04.00.00 PM,1.656,
4206,11/27/2021 05.00.00 PM,2.088,
4207,11/27/2021 06.00.00 PM,3.049,
4208,11/27/2021 06.23.23 PM,,1834.00
4209,11/27/2021 06.45.26 PM,,1835.00
4210,11/27/2021 07.00.00 PM,2.943,
4211,11/27/2021 07.00.26 PM,,1836.00
4212,11/27/2021 07.15.34 PM,,1837.00
4213,11/27/2021 07.29.01 PM,,1838.00
4214,11/27/2021 07.49.55 PM,,1839.00
4215,11/27/2021 08.00.00 PM,2.943,
4216,11/27/2021 08.18.15 PM,,1840.00
4217,11/27/2021 08.37.49 PM,,1841.00
4218,11/27/2021 08.58.21 PM,,1842.00
4219,11/27/2021 09.00.00 PM,2.195,
4220,11/27/2021 10.00.00 PM,1.980,
4221,11/27/2021 10.56.34 PM,,1843.00
4222,11/27/2021 11.00.00 PM,3.472,
4223,11/27/2021 11.50.38 PM,,1844.00
4224,11/28/2021 12.00.00 AM,2.517,
4225,11/28/2021 12.11.22 AM,,1845.00
4226,11/28/2021 12.37.39 AM,,1846.00
4227,11/28/2021 12.42.24 AM,,1847.00
4228,11/28/2021 12.46.05 AM,,1848.00
4229,11/28/2021 12.48.34 AM,,1849.00
4230,11/28/2021 12.51.12 AM,,1850.00
4231,11/28/2021 12.54.13 AM,,1851.00
4232,11/28/2021 01.00.00 AM,1.980,
4233,11/28/2021 01.01.42 AM,,1852.00
4234,11/28/2021 01.22.04 AM,,1853.00
4235,11/28/2021 01.37.57 AM,,1854.00
4236,11/28/2021 01.45.16 AM,,1855.00
4237,11/28/2021 01.49.03 AM,,1856.00
4238,11/28/2021 01.50.15 AM,,1857.00
4239,11/28/2021 01.50.52 AM,,1858.00
4240,11/28/2021 01.51.30 AM,,1859.00
4241,11/28/2021 01.52.28 AM,,1860.00
4242,11/28/2021 01.54.55 AM,,1861.00
4243,11/28/2021 01.58.36 AM,,1862.00
4244,11/28/2021 02.00.00 AM,3.261,
4245,11/28/2021 02.01.11 AM,,1863.00
4246,11/28/2021 02.05.53 AM,,1864.00
4247,11/28/2021 02.08.10 AM,,1865.00
4248,11/28/2021 02.11.21 AM,,1866.00
4249,11/28/2021 02.13.34 AM,,1867.00
4250,11/28/2021 02.17.30 AM,,1868.00
4251,11/28/2021 02.20.42 AM,,1869.00
4252,11/28/2021 02.23.29 AM,,1870.00
4253,11/28/2021 02.29.08 AM,,1871.00
4254,11/28/2021 02.39.11 AM,,1872.00
4255,11/28/2021 02.49.54 AM,,1873.00
4256,11/28/2021 02.56.37 AM,,1874.00
4257,11/28/2021 03.00.00 AM,2.624,
4258,11/28/2021 03.03.26 AM,,1875.00
4259,11/28/2021 03.08.17 AM,,1876.00
4260,11/28/2021 03.14.32 AM,,1877.00
4261,11/28/2021 03.37.31 AM,,1878.00
4262,11/28/2021 03.59.23 AM,,1879.00
4263,11/28/2021 04.00.00 AM,2.517,
4264,11/28/2021 04.49.38 AM,,1880.00
4265,11/28/2021 05.00.00 AM,2.303,
4266,11/28/2021 05.17.23 AM,,1881.00
4267,11/28/2021 05.41.07 AM,,1882.00
4268,11/28/2021 06.00.00 AM,2.195,
4269,11/28/2021 06.05.11 AM,,1883.00
4270,11/28/2021 07.00.00 AM,2.088,
4271,11/28/2021 08.00.00 AM,2.410,
4272,11/28/2021 08.09.12 AM,,1884.00
4273,11/28/2021 09.00.00 AM,2.195,
4274,11/28/2021 10.00.00 AM,1.548,
4275,11/28/2021 11.00.00 AM,1.872,
4276,11/28/2021 12.00.00 PM,2.088,
4277,11/28/2021 01.00.00 PM,1.656,
4278,11/28/2021 02.00.00 PM,2.410,
4279,11/28/2021 02.41.08 PM,,1885.00
4280,11/28/2021 03.00.00 PM,2.088,
4281,11/28/2021 03.43.36 PM,,1886.00
4282,11/28/2021 03.45.47 PM,,1887.00
4283,11/28/2021 03.48.10 PM,,1888.00
4284,11/28/2021 03.52.09 PM,,1889.00
4285,11/28/2021 03.56.45 PM,,1890.00
4286,11/28/2021 04.00.00 PM,2.088,
4287,11/28/2021 04.01.25 PM,,1891.00
4288,11/28/2021 04.25.02 PM,,1892.00
4289,11/28/2021 04.54.35 PM,,1893.00
4290,11/28/2021 05.00.00 PM,1.980,
4291,11/28/2021 05.17.04 PM,,1894.00
4292,11/28/2021 05.27.49 PM,,1895.00
4293,11/28/2021 05.42.18 PM,,1896.00
4294,11/28/2021 05.51.16 PM,,1897.00
4295,11/28/2021 06.00.00 PM,2.303,
4296,11/28/2021 06.00.31 PM,,1898.00
4297,11/28/2021 06.10.05 PM,,1899.00
4298,11/28/2021 06.19.18 PM,,1900.00
4299,11/28/2021 06.29.05 PM,,1901.00
4300,11/28/2021 06.35.20 PM,,1902.00
4301,11/28/2021 06.40.41 PM,,1903.00
4302,11/28/2021 06.51.54 PM,,1904.00
4303,11/28/2021 07.00.00 PM,1.872,
4304,11/28/2021 07.02.09 PM,,1905.00
4305,11/28/2021 07.10.36 PM,,1906.00
4306,11/28/2021 07.20.50 PM,,1907.00
4307,11/28/2021 07.34.05 PM,,1908.00
4308,11/28/2021 07.42.10 PM,,1909.00
4309,11/28/2021 07.46.39 PM,,1910.00
4310,11/28/2021 07.56.21 PM,,1911.00
4311,11/28/2021 08.00.00 PM,2.195,
4312,11/28/2021 08.12.16 PM,,1912.00
4313,11/28/2021 08.39.02 PM,,1913.00
4314,11/28/2021 08.46.57 PM,,1914.00
4315,11/28/2021 08.57.53 PM,,1915.00
4316,11/28/2021 09.00.00 PM,1.980,
4317,11/28/2021 09.32.14 PM,,1916.00
4318,11/28/2021 10.00.00 PM,1.980,
4319,11/28/2021 10.03.52 PM,,1917.00
4320,11/28/2021 10.26.24 PM,,1918.00
4321,11/28/2021 10.45.27 PM,,1919.00
4322,11/28/2021 11.00.00 PM,1.980,
4323,11/28/2021 11.01.40 PM,,1920.00
4324,11/28/2021 11.25.22 PM,,1921.00
4325,11/28/2021 11.52.19 PM,,1922.00
4326,11/29/2021 12.00.00 AM,1.872,
4327,11/29/2021 12.57.30 AM,,1923.00
4328,11/29/2021 01.00.00 AM,1.548,
4329,11/29/2021 02.00.00 AM,1.330,
4330,11/29/2021 03.00.00 AM,1.764,
4331,11/29/2021 03.52.17 AM,,1924.00
4332,11/29/2021 04.00.00 AM,1.656,
4333,11/29/2021 04.31.46 AM,,1925.00
4334,11/29/2021 04.54.29 AM,,1926.00
4335,11/29/2021 05.00.00 AM,1.764,
4336,11/29/2021 05.14.53 AM,,1927.00
4337,11/29/2021 05.40.47 AM,,1928.00
4338,11/29/2021 06.00.00 AM,1.764,
4339,11/29/2021 06.39.29 AM,,1929.00
4340,11/29/2021 07.00.00 AM,1.548,
4341,11/29/2021 08.00.00 AM,1.548,
4342,11/29/2021 08.53.16 AM,,1930.00
4343,11/29/2021 09.00.00 AM,1.439,
4344,11/29/2021 09.03.36 AM,,1931.00
4345,11/29/2021 09.16.10 AM,,1932.00
4346,11/29/2021 10.00.00 AM,1.548,
4347,11/29/2021 11.00.00 AM,1.656,
4348,11/29/2021 11.43.08 AM,,1933.00
4349,11/29/2021 12.00.00 PM,1.980,
4350,11/29/2021 12.00.49 PM,,1934.00
4351,11/29/2021 12.21.54 PM,,1935.00
4352,11/29/2021 01.00.00 PM,2.303,
4353,11/29/2021 01.07.13 PM,,1936.00
4354,11/29/2021 01.23.41 PM,,1937.00
4355,11/29/2021 01.35.46 PM,,1938.00
4356,11/29/2021 01.44.50 PM,,1939.00
4357,11/29/2021 01.51.23 PM,,1940.00
4358,11/29/2021 01.57.44 PM,,1941.00
4359,11/29/2021 02.00.00 PM,1.548,
4360,11/29/2021 02.03.17 PM,,1942.00
4361,11/29/2021 02.09.37 PM,,1943.00
4362,11/29/2021 03.00.00 PM,0.232,
4363,11/29/2021 04.00.00 PM,0.121,
4364,11/29/2021 05.00.00 PM,0.010,
4365,11/29/2021 06.00.00 PM,0.121,
4366,11/29/2021 07.00.00 PM,0.010,
4367,11/29/2021 08.00.00 PM,0.121,
4368,11/29/2021 09.00.00 PM,0.010,
4369,11/29/2021 10.00.00 PM,0.121,
4370,11/29/2021 11.00.00 PM,0.010,
4371,11/30/2021 12.00.00 AM,0.010,
4372,11/30/2021 01.00.00 AM,0.121,
4373,11/30/2021 02.00.00 AM,0.121,
4374,11/30/2021 03.00.00 AM,0.343,
4375,11/30/2021 04.00.00 AM,0.343,
4376,11/30/2021 05.00.00 AM,0.343,
4377,11/30/2021 06.00.00 AM,0.232,
4378,11/30/2021 07.00.00 AM,0.343,
4379,11/30/2021 08.00.00 AM,0.232,
4380,11/30/2021 09.00.00 AM,0.232,
4381,11/30/2021 10.00.00 AM,0.343,
4382,11/30/2021 10.54.54 AM,,1944.00
4383,11/30/2021 11.00.00 AM,0.563,
4384,11/30/2021 11.15.40 AM,,1945.00
4385,11/30/2021 11.28.38 AM,,1946.00
4386,11/30/2021 11.42.02 AM,,1947.00
4387,11/30/2021 11.56.00 AM,,1948.00
4388,11/30/2021 12.00.00 PM,0.563,
4389,11/30/2021 12.09.03 PM,,1949.00
4390,11/30/2021 12.21.30 PM,,1950.00
4391,11/30/2021 12.33.57 PM,,1951.00
4392,11/30/2021 12.46.49 PM,,1952.00
4393,11/30/2021 12.58.51 PM,,1953.00
4394,11/30/2021 01.00.00 PM,1.003,
4395,11/30/2021 01.12.31 PM,,1954.00
4396,11/30/2021 01.25.22 PM,,1955.00
4397,11/30/2021 01.39.36 PM,,1956.00
4398,11/30/2021 01.52.52 PM,,1957.00
4399,11/30/2021 02.00.00 PM,0.674,
4400,11/30/2021 02.07.43 PM,,1958.00
4401,11/30/2021 02.22.28 PM,,1959.00
4402,11/30/2021 02.37.52 PM,,1960.00
4403,11/30/2021 02.52.30 PM,,1961.00
4404,11/30/2021 03.00.00 PM,0.674,
4405,11/30/2021 03.08.58 PM,,1962.00
4406,11/30/2021 03.26.54 PM,,1963.00
4407,11/30/2021 04.00.00 PM,0.010,
4408,11/30/2021 04.06.54 PM,,1964.00
4409,11/30/2021 05.00.00 PM,-0.213,
4410,11/30/2021 06.00.00 PM,-0.213,
4411,11/30/2021 07.00.00 PM,-0.213,
4412,11/30/2021 08.00.00 PM,-0.213,
4413,11/30/2021 09.00.00 PM,-0.213,
4414,11/30/2021 10.00.00 PM,0.010,
4415,11/30/2021 10.02.53 PM,,1965.00
4416,11/30/2021 10.09.05 PM,,1966.00
4417,11/30/2021 10.13.16 PM,,1967.00
4418,11/30/2021 10.16.33 PM,,1968.00
4419,11/30/2021 10.19.32 PM,,1969.00
4420,11/30/2021 10.22.09 PM,,1970.00
4421,11/30/2021 10.24.57 PM,,1971.00
4422,11/30/2021 10.28.11 PM,,1972.00
4423,11/30/2021 10.31.23 PM,,1973.00
4424,11/30/2021 10.35.04 PM,,1974.00
4425,11/30/2021 10.39.12 PM,,1975.00
4426,11/30/2021 10.43.45 PM,,1976.00
4427,11/30/2021 10.48.57 PM,,1977.00
4428,11/30/2021 10.56.45 PM,,1978.00
4429,11/30/2021 11.00.00 PM,0.010,
4430,11/30/2021 11.03.28 PM,,1979.00
4431,11/30/2021 11.09.21 PM,,1980.00
4432,11/30/2021 11.13.55 PM,,1981.00
4433,11/30/2021 11.18.35 PM,,1982.00
4434,11/30/2021 11.23.30 PM,,1983.00
4435,11/30/2021 11.28.21 PM,,1984.00
4436,11/30/2021 11.33.27 PM,,1985.00
4437,11/30/2021 11.38.02 PM,,1986.00
4438,11/30/2021 11.42.23 PM,,1987.00
4439,11/30/2021 11.46.47 PM,,1988.00
4440,11/30/2021 11.50.39 PM,,1989.00
4441,11/30/2021 11.54.23 PM,,1990.00
4442,11/30/2021 11.56.54 PM,,1991.00
4443,12/01/2021 12.00.00 AM,0.893,
4444,12/01/2021 12.00.05 AM,,1992.00
4445,12/01/2021 12.04.09 AM,,1993.00
4446,12/01/2021 12.09.03 AM,,1994.00
4447,12/01/2021 12.13.36 AM,,1995.00
4448,12/01/2021 12.18.25 AM,,1996.00
4449,12/01/2021 12.21.42 AM,,1997.00
4450,12/01/2021 12.25.30 AM,,1998.00
4451,12/01/2021 12.28.55 AM,,1999.00
4452,12/01/2021 12.31.44 AM,,2000.00
4453,12/01/2021 12.34.25 AM,,2001.00
4454,12/01/2021 12.37.21 AM,,2002.00
4455,12/01/2021 12.40.46 AM,,2003.00
4456,12/01/2021 12.45.03 AM,,2004.00
4457,12/01/2021 12.48.37 AM,,2005.00
4458,12/01/2021 12.51.12 AM,,2006.00
4459,12/01/2021 12.53.30 AM,,2007.00
4460,12/01/2021 12.56.09 AM,,2008.00
4461,12/01/2021 12.58.48 AM,,2009.00
4462,12/01/2021 01.00.00 AM,3.893,
4463,12/01/2021 01.01.03 AM,,2010.00
4464,12/01/2021 01.03.10 AM,,2011.00
4465,12/01/2021 01.05.28 AM,,2012.00
4466,12/01/2021 01.07.32 AM,,2013.00
4467,12/01/2021 01.09.16 AM,,2014.00
4468,12/01/2021 01.11.10 AM,,2015.00
4469,12/01/2021 01.12.57 AM,,2016.00
4470,12/01/2021 01.14.42 AM,,2017.00
4471,12/01/2021 01.16.18 AM,,2018.00
4472,12/01/2021 01.17.36 AM,,2019.00
4473,12/01/2021 01.19.19 AM,,2020.00
4474,12/01/2021 01.20.38 AM,,2021.00
4475,12/01/2021 01.21.50 AM,,2022.00
4476,12/01/2021 01.23.06 AM,,2023.00
4477,12/01/2021 01.24.19 AM,,2024.00
4478,12/01/2021 01.25.41 AM,,2025.00
4479,12/01/2021 01.27.14 AM,,2026.00
4480,12/01/2021 01.28.49 AM,,2027.00
4481,12/01/2021 01.30.27 AM,,2028.00
4482,12/01/2021 01.31.50 AM,,2029.00
4483,12/01/2021 01.33.22 AM,,2030.00
4484,12/01/2021 01.34.52 AM,,2031.00
4485,12/01/2021 01.36.23 AM,,2032.00
4486,12/01/2021 01.37.50 AM,,2033.00
4487,12/01/2021 01.39.26 AM,,2034.00
4488,12/01/2021 01.40.52 AM,,2035.00
4489,12/01/2021 01.42.24 AM,,2036.00
4490,12/01/2021 01.43.48 AM,,2037.00
4491,12/01/2021 01.45.16 AM,,2038.00
4492,12/01/2021 01.46.31 AM,,2039.00
4493,12/01/2021 01.47.56 AM,,2040.00
4494,12/01/2021 01.49.15 AM,,2041.00
4495,12/01/2021 01.50.44 AM,,2042.00
4496,12/01/2021 01.52.03 AM,,2043.00
4497,12/01/2021 01.53.25 AM,,2044.00
4498,12/01/2021 01.54.46 AM,,2045.00
4499,12/01/2021 01.56.13 AM,,2046.00
4500,12/01/2021 01.57.39 AM,,2047.00
4501,12/01/2021 01.59.02 AM,,2048.00
4502,12/01/2021 02.00.00 AM,5.244,
4503,12/01/2021 02.00.15 AM,,2049.00
4504,12/01/2021 02.01.37 AM,,2050.00
4505,12/01/2021 02.02.59 AM,,2051.00
4506,12/01/2021 02.04.24 AM,,2052.00
4507,12/01/2021 02.05.46 AM,,2053.00
4508,12/01/2021 02.07.04 AM,,2054.00
4509,12/01/2021 02.08.12 AM,,2055.00
4510,12/01/2021 02.09.23 AM,,2056.00
4511,12/01/2021 02.10.31 AM,,2057.00
4512,12/01/2021 02.11.40 AM,,2058.00
4513,12/01/2021 02.12.43 AM,,2059.00
4514,12/01/2021 02.13.51 AM,,2060.00
4515,12/01/2021 02.14.59 AM,,2061.00
4516,12/01/2021 02.16.17 AM,,2062.00
4517,12/01/2021 02.17.35 AM,,2063.00
4518,12/01/2021 02.18.47 AM,,2064.00
4519,12/01/2021 02.19.52 AM,,2065.00
4520,12/01/2021 02.21.03 AM,,2066.00
4521,12/01/2021 02.22.10 AM,,2067.00
